id,firstName,lastName,email,phone,loyaltyTier
439,Bob,Black,bob.black439@service.net,657-610-6192,Gold
440,Charlie,Lee,charlie.lee440@mail.com,262-366-7494,Silver
441,Bob,Black,bob.black441@mail.com,361-844-8478,Bronze
442,Grace,Brown,grace.brown442@service.net,190-598-4963,Silver
443,Grace,Black,grace.black443@example.com,223-260-6987,Bronze
444,Grace,Smith,grace.smith444@example.com,825-915-7047,Silver
445,John,Doe,john.doe445@mail.com,343-819-3158,Silver
446,Frank,King,frank.king446@domain.org,265-732-1636,Platinum
447,Frank,Jones,frank.jones447@example.com,418-825-7080,Bronze
448,Peter,King,peter.king448@domain.org,886-142-2972,Bronze
449,Peter,King,peter.king449@example.com,510-719-9196,Platinum
450,Grace,Smith,grace.smith450@example.com,,Gold
451,John,Jones,john.jones451@service.net,914-734-1023,Bronze
452,Diana,Brown,diana.brown452@service.net,925-563-6240,Gold
453,Eve,Lee,eve.lee453@domain.org,467-141-6922,Gold
454,Eve,White,eve.white454@example.com,641-804-7483,Silver
455,Alice,Lee,alice.lee455@mail.com,752-559-8542,Gold
456,Bob,King,bob.king456@mail.com,107-618-4268,Platinum
457,Frank,Green,frank.green457@example.com,542-101-1409,Bronze
458,Bob,Lee,bob.lee458@domain.org,907-896-4628,Bronze
459,Bob,Green,bob.green459@example.com,884-485-7499,Platinum
460,Charlie,Jones,charlie.jones460@domain.org,687-126-4452,Silver
461,John,White,john.white461@domain.org,300-142-5282,Gold
462,Eve,Black,eve.black462@domain.org,254-804-5567,Gold
463,Diana,Green,diana.green463@example.com,593-890-4185,Bronze
464,John,Black,john.black464@mail.com,372-129-3653,Bronze
465,Charlie,Lee,charlie.lee465@example.com,604-694-1728,Silver
466,Jane,Doe,jane.doe466@example.com,310-273-5120,Gold
467,Frank,White,frank.white467@mail.com,506-902-1186,Gold
468,Frank,Lee,frank.lee468@service.net,372-633-7682,Bronze
469,Eve,Jones,eve.jones469@domain.org,328-202-5156,Platinum
470,Eve,Hall,eve.hall470@domain.org,335-402-1744,Platinum
471,Bob,Black,bob.black471@example.com,938-591-2108,Gold
472,Eve,King,eve.king472@mail.com,473-429-4051,Platinum
473,Alice,Hall,alice.hall473@service.net,100-617-4484,Platinum
474,Jane,White,jane.white474@mail.com,329-401-7422,Platinum
475,Frank,Black,frank.black475@example.com,648-168-9714,Silver
476,Diana,Brown,diana.brown476@mail.com,981-113-4032,Silver
477,Charlie,Lee,charlie.lee477@example.com,670-292-7896,Platinum
478,Peter,King,peter.king478@mail.com,237-872-6189,Gold
479,Bob,Jones,bob.jones479@service.net,937-746-8823,Platinum
480,Frank,Smith,frank.smith480@domain.org,268-742-4084,Bronze
481,Peter,Smith,peter.smith481@service.net,951-339-1433,Bronze
482,Jane,Brown,jane.brown482@example.com,341-146-8235,Platinum
483,Charlie,Black,charlie.black483@domain.org,501-782-7759,Bronze
484,Jane,Black,jane.black484@service.net,647-576-5388,Bronze
485,Peter,White,peter.white485@domain.org,734-557-7961,Gold
486,Eve,Smith,eve.smith486@mail.com,351-551-5031,Bronze
487,Grace,Doe,grace.doe487@example.com,299-270-6491,Silver
488,Bob,King,bob.king488@service.net,642-616-8545,Silver
489,Eve,Smith,eve.smith489@domain.org,885-918-9627,Silver
490,Eve,King,eve.king490@mail.com,759-399-9435,Bronze
491,Peter,Doe,peter.doe491@mail.com,970-902-1240,Bronze
492,Alice,Black,alice.black492@example.com,727-602-3416,Bronze
493,Eve,Smith,eve.smith493@mail.com,681-609-4092,Platinum
494,Frank,Green,frank.green494@mail.com,211-863-8093,Platinum
495,Jane,Hall,jane.hall495@example.com,474-329-8104,Platinum
496,Peter,Lee,peter.lee496@example.com,937-440-3849,Platinum
497,Eve,Hall,eve.hall497@mail.com,996-561-5116,Silver
498,Diana,Doe,diana.doe498@mail.com,761-905-3079,Platinum
499,Grace,Hall,grace.hall499@example.com,805-586-4657,Silver
500,Peter,Jones,invalid-email,405-653-5056,Gold
501,Alice,Jones,alice.jones501@domain.org,388-520-4193,Gold
502,Peter,Smith,peter.smith502@example.com,149-514-2941,Silver
503,Jane,King,jane.king503@example.com,791-647-7464,Gold
504,Peter,Brown,peter.brown504@service.net,518-182-4053,Bronze
505,Charlie,Jones,charlie.jones505@domain.org,625-719-3875,Bronze
506,Alice,Lee,alice.lee506@domain.org,789-808-7442,Platinum
507,Peter,Brown,peter.brown507@mail.com,679-971-9511,Gold
508,Eve,Smith,eve.smith508@service.net,346-971-6360,Silver
509,Eve,Doe,eve.doe509@service.net,955-478-6968,Silver
510,John,King,john.king510@domain.org,417-949-5427,Platinum
511,Alice,Doe,alice.doe511@mail.com,236-334-2672,Gold
512,Peter,Hall,peter.hall512@service.net,753-318-1772,Gold
513,Diana,King,diana.king513@example.com,240-813-2418,Bronze
514,Eve,Brown,eve.brown514@example.com,161-496-6292,Bronze
515,Alice,Lee,alice.lee515@domain.org,708-996-6525,Platinum
516,Diana,Hall,diana.hall516@example.com,852-680-2702,Gold
517,Alice,White,alice.white517@example.com,402-648-8591,Gold
518,Jane,Green,jane.green518@mail.com,272-534-8310,Bronze
519,Peter,King,peter.king519@domain.org,377-906-7684,Silver
520,Diana,White,diana.white520@domain.org,596-297-3543,Bronze
521,Bob,King,bob.king521@domain.org,307-309-9586,Gold
522,Grace,King,grace.king522@example.com,907-267-8896,Platinum
523,Grace,Doe,grace.doe523@service.net,547-346-3795,Silver
524,Diana,Jones,diana.jones524@domain.org,561-372-1260,Gold
525,Diana,Hall,diana.hall525@example.com,854-618-2156,Gold
526,Bob,Lee,bob.lee526@service.net,941-717-1165,Silver
527,Charlie,Hall,charlie.hall527@domain.org,728-600-8326,Platinum
528,Charlie,White,charlie.white528@domain.org,892-196-3383,Platinum
529,Eve,Doe,eve.doe529@service.net,480-679-5039,Platinum
530,John,Doe,john.doe530@example.com,847-177-8840,Bronze
531,Frank,Smith,frank.smith531@mail.com,383-292-8266,Silver
532,Frank,Lee,frank.lee532@example.com,464-823-2935,Bronze
533,John,King,john.king533@mail.com,136-186-2881,Platinum
534,Frank,Black,frank.black534@service.net,405-391-9351,Platinum
535,Eve,Smith,eve.smith535@example.com,974-128-6474,Platinum
536,Peter,White,peter.white536@domain.org,811-562-8906,Bronze
537,Charlie,Black,charlie.black537@mail.com,395-262-6221,Bronze
538,Peter,White,peter.white538@example.com,687-721-8509,Silver
539,Charlie,Doe,charlie.doe539@mail.com,335-214-8716,Platinum
540,Eve,White,eve.white540@example.com,251-418-9471,Gold
541,Peter,Green,peter.green541@service.net,494-951-7210,Silver
542,Peter,Jones,peter.jones542@service.net,993-861-9081,Gold
543,Bob,Doe,bob.doe543@domain.org,996-560-5800,Platinum
544,Charlie,Jones,charlie.jones544@example.com,793-276-2399,Bronze
545,Peter,Jones,peter.jones545@example.com,664-929-7772,Silver
546,Frank,Smith,frank.smith546@mail.com,826-692-5465,Bronze
547,Charlie,Lee,charlie.lee547@mail.com,677-578-5330,Silver
548,Charlie,Lee,charlie.lee548@mail.com,844-829-3646,Silver
549,Jane,Green,jane.green549@mail.com,219-474-1977,Bronze
550,John,Smith,john.smith550@service.net,607-535-8894,Platinum
551,Jane,White,jane.white551@domain.org,111-882-9299,Gold
552,Charlie,Brown,charlie.brown552@example.com,909-833-4649,Silver
553,Eve,Smith,eve.smith553@service.net,388-986-3627,Bronze
554,Diana,Black,diana.black554@mail.com,124-174-5061,Bronze
555,Diana,White,diana.white555@domain.org,800-542-2334,Silver
556,John,Green,john.green556@service.net,699-877-7747,Gold
557,Frank,Doe,frank.doe557@service.net,382-190-5392,Silver
558,Jane,Smith,jane.smith558@mail.com,723-350-4229,Silver
559,John,Smith,john.smith559@service.net,850-325-6035,Platinum
560,Diana,Lee,diana.lee560@example.com,109-435-4785,Platinum
561,Frank,Jones,frank.jones561@domain.org,369-553-8667,Platinum
562,Alice,Lee,alice.lee562@example.com,937-564-8754,Bronze
563,Frank,Lee,frank.lee563@example.com,177-444-2178,Gold
564,Jane,Brown,jane.brown564@domain.org,533-373-6115,Bronze
565,Diana,White,diana.white565@domain.org,271-711-8587,Gold
566,Alice,Brown,alice.brown566@mail.com,461-765-7608,Platinum
567,Charlie,Hall,charlie.hall567@service.net,404-582-6865,Platinum
568,Peter,Lee,peter.lee568@example.com,198-342-5366,Platinum
569,Peter,Lee,peter.lee569@mail.com,134-592-4308,Platinum
570,Jane,Black,jane.black570@domain.org,951-870-4206,Gold
571,Alice,Lee,alice.lee571@example.com,624-752-3930,Silver
572,John,Hall,john.hall572@mail.com,540-551-4341,Gold
573,Frank,White,frank.white573@mail.com,691-709-2049,Silver
574,Jane,Black,jane.black574@domain.org,297-936-2037,Platinum
575,Diana,Smith,diana.smith575@domain.org,836-153-4884,Gold
576,Eve,Doe,eve.doe576@service.net,159-898-6200,Bronze
577,Alice,Doe,alice.doe577@mail.com,417-639-8072,Bronze
578,Charlie,King,charlie.king578@mail.com,246-753-8155,Bronze
579,Alice,Green,alice.green579@domain.org,335-297-5409,Bronze
580,Alice,Brown,alice.brown580@example.com,814-514-2682,Bronze
581,Bob,Hall,bob.hall581@mail.com,701-360-5172,Platinum
582,Diana,Green,diana.green582@mail.com,358-644-3174,Gold
583,Charlie,Green,charlie.green583@example.com,877-357-8687,Gold
584,Alice,White,alice.white584@example.com,281-882-2082,Platinum
585,Frank,Black,frank.black585@service.net,612-271-3184,Bronze
586,Bob,Lee,bob.lee586@example.com,477-518-5221,Silver
587,Alice,Jones,alice.jones587@example.com,934-494-5975,Platinum
588,Charlie,Doe,charlie.doe588@mail.com,132-935-5113,Gold
589,Charlie,Hall,charlie.hall589@mail.com,344-829-7117,Gold
590,Bob,Brown,bob.brown590@example.com,103-529-8883,Platinum
591,John,King,john.king591@domain.org,395-762-5754,Platinum
592,Jane,Jones,jane.jones592@domain.org,763-258-8186,Bronze
593,Peter,White,peter.white593@domain.org,746-325-8086,Platinum
594,Alice,Green,alice.green594@service.net,628-112-5278,Platinum
595,Peter,White,peter.white595@mail.com,612-529-4881,Silver
596,Jane,Jones,jane.jones596@service.net,488-326-7757,Gold
597,Alice,Jones,alice.jones597@mail.com,320-413-5714,Platinum
598,Jane,Smith,jane.smith598@domain.org,670-449-3785,Gold
599,Frank,White,frank.white599@service.net,763-421-2187,Bronze
600,John,Jones,invalid-email,,UnknownTier
601,Frank,Smith,frank.smith601@mail.com,165-888-3974,Platinum
602,Grace,Lee,grace.lee602@example.com,708-505-2545,Bronze
603,Eve,Jones,eve.jones603@mail.com,131-210-4043,Gold
604,Alice,Lee,alice.lee604@service.net,465-366-5320,Gold
605,Peter,Jones,peter.jones605@service.net,653-884-1248,Silver
606,Eve,Doe,eve.doe606@domain.org,415-747-7424,Platinum
607,John,Hall,john.hall607@example.com,511-511-1865,Platinum
608,Grace,White,grace.white608@example.com,833-990-3311,Bronze
609,Alice,King,alice.king609@service.net,376-934-9370,Platinum
610,Peter,Doe,peter.doe610@service.net,462-752-8303,Platinum
611,Alice,Smith,alice.smith611@service.net,129-541-8274,Silver
612,Peter,Doe,peter.doe612@mail.com,275-638-9912,Platinum
613,Jane,Smith,jane.smith613@example.com,253-606-6325,Platinum
614,John,Jones,john.jones614@example.com,807-422-7819,Platinum
615,Frank,Doe,frank.doe615@mail.com,996-129-2821,Gold
616,Bob,Hall,bob.hall616@mail.com,528-235-6992,Platinum
617,Bob,Jones,bob.jones617@example.com,810-329-4131,Bronze
618,Charlie,Lee,charlie.lee618@example.com,856-288-5327,Platinum
619,Charlie,White,charlie.white619@domain.org,688-526-1741,Silver
620,Frank,Doe,frank.doe620@service.net,280-976-8600,Platinum
621,Charlie,Brown,charlie.brown621@example.com,552-184-6140,Gold
622,Grace,Brown,grace.brown622@service.net,905-661-3218,Silver
623,Peter,Black,peter.black623@domain.org,285-568-3581,Bronze
624,Grace,Jones,grace.jones624@service.net,506-458-8880,Platinum
625,Grace,White,grace.white625@domain.org,476-453-1134,Silver
626,Diana,Smith,diana.smith626@example.com,227-815-7860,Bronze
627,Diana,Smith,diana.smith627@example.com,112-151-5256,Gold
628,Charlie,Brown,charlie.brown628@domain.org,571-445-4658,Gold
629,Charlie,Doe,charlie.doe629@example.com,893-491-3112,Platinum
630,Peter,White,peter.white630@domain.org,359-509-3339,Platinum
631,Diana,King,diana.king631@service.net,744-597-4572,Bronze
632,Alice,Hall,alice.hall632@domain.org,322-409-3693,Gold
633,Charlie,Jones,charlie.jones633@example.com,853-583-4463,Gold
634,Charlie,King,charlie.king634@service.net,975-730-1513,Platinum
635,Peter,Brown,peter.brown635@example.com,208-664-9619,Bronze
636,Diana,Jones,diana.jones636@domain.org,166-407-4021,Silver
637,Jane,Lee,jane.lee637@service.net,855-167-5187,Gold
638,Grace,Lee,grace.lee638@service.net,575-173-9816,Platinum
639,Peter,Black,peter.black639@domain.org,297-454-3799,Bronze
640,Peter,Brown,peter.brown640@service.net,372-519-3894,Bronze
641,Peter,King,peter.king641@mail.com,866-257-8181,Platinum
642,Charlie,Smith,charlie.smith642@mail.com,888-963-6552,Bronze
643,Frank,Lee,frank.lee643@service.net,898-337-3802,Gold
644,Diana,Jones,diana.jones644@service.net,248-149-8431,Bronze
645,Jane,Smith,jane.smith645@domain.org,523-435-3896,Bronze
646,Bob,Jones,bob.jones646@service.net,495-915-2185,Bronze
647,Frank,Jones,frank.jones647@service.net,937-963-1179,Silver
648,Bob,Doe,bob.doe648@domain.org,259-676-4051,Platinum
649,Grace,Doe,grace.doe649@example.com,883-975-7808,Platinum
650,Diana,Jones,diana.jones650@domain.org,726-786-3287,Platinum
651,John,Black,john.black651@domain.org,844-657-1930,Bronze
652,Grace,Smith,grace.smith652@mail.com,934-549-5110,Gold
653,Frank,White,frank.white653@service.net,928-177-9088,Platinum
654,Alice,Jones,alice.jones654@domain.org,744-884-2616,Platinum
655,Bob,Smith,bob.smith655@domain.org,336-243-6934,Silver
656,Jane,Black,jane.black656@domain.org,719-736-8899,Bronze
657,Grace,White,grace.white657@domain.org,769-616-8984,Silver
658,Peter,Black,peter.black658@mail.com,634-441-1753,Gold
659,Bob,Doe,bob.doe659@example.com,176-103-3202,Gold
660,Frank,Doe,frank.doe660@domain.org,197-853-2791,Bronze
661,Jane,Doe,jane.doe661@domain.org,816-622-2599,Platinum
662,Alice,Green,alice.green662@domain.org,259-423-4532,Platinum
663,Diana,Lee,diana.lee663@domain.org,239-630-8218,Gold
664,Grace,Doe,grace.doe664@service.net,486-520-7009,Platinum
665,Bob,Black,bob.black665@domain.org,403-803-6690,Silver
666,Frank,Hall,frank.hall666@service.net,625-904-6473,Gold
667,Bob,Smith,bob.smith667@example.com,710-692-3335,Gold
668,Bob,Jones,bob.jones668@mail.com,317-928-6560,Gold
669,Peter,Hall,peter.hall669@example.com,279-424-3120,Silver
670,Eve,Jones,eve.jones670@domain.org,180-291-1021,Gold
671,Jane,Black,jane.black671@service.net,450-964-9602,Silver
672,Diana,Doe,diana.doe672@mail.com,396-877-4242,Bronze
673,Peter,Hall,peter.hall673@mail.com,111-786-6011,Gold
674,Grace,Brown,grace.brown674@service.net,889-562-9038,Silver
675,Diana,Hall,diana.hall675@example.com,975-668-8520,Platinum
676,John,King,john.king676@mail.com,575-598-6023,Bronze
677,Alice,Doe,alice.doe677@mail.com,938-842-4614,Platinum
678,Frank,Brown,frank.brown678@domain.org,557-559-1587,Platinum
679,Peter,Jones,peter.jones679@example.com,186-290-5465,Platinum
680,Grace,White,grace.white680@mail.com,108-694-7056,Platinum
681,Eve,Lee,eve.lee681@mail.com,590-526-9323,Bronze
682,Peter,White,peter.white682@mail.com,540-519-8268,Platinum
683,John,Brown,john.brown683@example.com,334-360-4106,Gold
684,Eve,Hall,eve.hall684@service.net,191-208-2082,Silver
685,Eve,Brown,eve.brown685@example.com,705-127-3255,Platinum
686,Jane,Black,jane.black686@example.com,948-911-3111,Silver
687,Alice,Smith,alice.smith687@example.com,225-118-9396,Gold
688,Charlie,King,charlie.king688@service.net,953-521-8089,Silver
689,Alice,Lee,alice.lee689@service.net,549-423-2231,Gold
690,Peter,Hall,peter.hall690@domain.org,134-890-1641,Silver
691,Jane,Brown,jane.brown691@domain.org,676-461-2961,Gold
692,John,Brown,john.brown692@mail.com,306-651-2370,Platinum
693,Jane,King,jane.king693@mail.com,430-768-6414,Bronze
694,Jane,Black,jane.black694@domain.org,840-912-4725,Bronze
695,Jane,Brown,jane.brown695@service.net,469-540-4276,Platinum
696,Charlie,Brown,charlie.brown696@example.com,208-194-3786,Bronze
697,Diana,Black,diana.black697@domain.org,247-153-4288,Bronze
698,Charlie,Jones,charlie.jones698@domain.org,948-187-9394,Bronze
699,John,Hall,john.hall699@mail.com,349-889-2367,Platinum
700,John,Hall,invalid-email,515-753-8378,Bronze
701,Peter,Doe,peter.doe701@mail.com,338-384-4318,Platinum
702,Jane,Lee,jane.lee702@service.net,833-351-6934,Bronze
703,Alice,Brown,alice.brown703@service.net,608-925-3672,Gold
704,Jane,Green,jane.green704@mail.com,316-323-8190,Platinum
705,Diana,Black,diana.black705@example.com,327-705-2662,Bronze
706,Eve,Jones,eve.jones706@example.com,236-145-1500,Platinum
707,John,Black,john.black707@service.net,881-660-8910,Bronze
708,Bob,White,bob.white708@example.com,852-615-1877,Platinum
709,Bob,Hall,bob.hall709@service.net,198-454-2855,Silver
710,Alice,White,alice.white710@service.net,543-229-7848,Silver
711,Bob,Black,bob.black711@domain.org,606-629-7566,Gold
712,Eve,Jones,eve.jones712@service.net,427-413-2302,Platinum
713,Diana,White,diana.white713@example.com,776-951-3680,Bronze
714,Grace,Doe,grace.doe714@service.net,635-919-6056,Platinum
715,Alice,King,alice.king715@domain.org,790-857-6106,Platinum
716,Alice,White,alice.white716@domain.org,495-579-9230,Silver
717,Eve,Hall,eve.hall717@service.net,824-264-6419,Platinum
718,Charlie,King,charlie.king718@mail.com,929-222-3556,Gold
719,Charlie,Smith,charlie.smith719@domain.org,141-725-8140,Platinum
720,Charlie,White,charlie.white720@example.com,367-347-1963,Platinum
721,Jane,Brown,jane.brown721@domain.org,698-407-1770,Platinum
722,Jane,Hall,jane.hall722@example.com,514-864-2698,Silver
723,Alice,King,alice.king723@example.com,879-832-3371,Bronze
724,Alice,White,alice.white724@example.com,119-278-8312,Silver
725,Bob,Lee,bob.lee725@service.net,421-530-3958,Gold
726,Alice,King,alice.king726@service.net,623-549-7591,Silver
727,Diana,Hall,diana.hall727@example.com,685-243-1791,Gold
728,Eve,Doe,eve.doe728@example.com,870-896-7009,Silver
729,Diana,Lee,diana.lee729@domain.org,836-449-4628,Platinum
730,Alice,White,alice.white730@domain.org,524-268-3674,Gold
731,Eve,Green,eve.green731@example.com,273-240-5544,Bronze
732,Frank,Green,frank.green732@service.net,374-924-2727,Silver
733,Charlie,Jones,charlie.jones733@domain.org,441-218-9018,Silver
734,Grace,Smith,grace.smith734@service.net,693-154-3013,Bronze
735,Peter,King,peter.king735@example.com,441-160-9206,Gold
736,Diana,White,diana.white736@mail.com,840-240-2796,Gold
737,Alice,White,alice.white737@domain.org,956-164-5968,Platinum
738,Diana,Green,diana.green738@service.net,495-227-5420,Silver
739,Grace,Hall,grace.hall739@service.net,894-907-6002,Silver
740,Alice,Doe,alice.doe740@service.net,454-902-9250,Bronze
741,Charlie,King,charlie.king741@domain.org,480-919-7095,Platinum
